book	chapter	verse	sort	greek	strong	bsb	pnc
MAT	1	9	218	τὸν	G3588	-	
MAT	1	9	219	Ἄχαζ	G881	Ahaz	,
MAT	1	9	221	δὲ	G1161	and	
MAT	1	9	220	Ἄχαζ	G881	Ahaz	
MAT	1	9	222	ἐγέννησεν	G1080	the father of	
MAT	1	9	223	τὸν	G3588	-	
MAT	1	9	224	Ἑζεκίαν	G1478	Hezekiah	.
MAT	1	10	235	Ἑζεκίας	G1478	Hezekiah	
MAT	1	10	236	δὲ	G1161	-	
MAT	1	10	237	ἐγέννησεν	G1080	was the father of	
MAT	1	10	238	τὸν	G3588	-	
MAT	1	10	239	Μανασσῆ	G3128	Manasseh	,
MAT	1	10	240	Μανασσῆς	G3128	Manasseh	
MAT	1	10	241	δὲ	G1161	-	
MAT	1	10	242	ἐγέννησεν	G1080	the father of	
MAT	1	10	243	τὸν	G3588	-	
MAT	1	10	244	Ἀμώς	G301	Amon	,
MAT	1	10	246	δὲ	G1161	-	
MAT	1	10	245	Ἀμὼς	G301	Amon	
MAT	1	10	247	ἐγέννησεν	G1080	the father of	
MAT	1	10	248	τὸν	G3588	-	
MAT	1	10	249	Ἰωσίαν	G2502	Josiah	,
MAT	1	11	261	δὲ	G1161	and	
MAT	1	11	260	Ἰωσίας	G2502	Josiah	
MAT	1	11	262	ἐγέννησεν	G1080	the father of	
MAT	1	11	263	τὸν	G3588	-	
MAT	1	11	264	Ἰεχονίαν	G2423	Jeconiah	
MAT	1	11	265	καὶ	G2532	and	
MAT	1	11	266	τοὺς	G3588	-	
MAT	1	11	268	αὐτοῦ	G846	his	
MAT	1	11	267	ἀδελφοὺς	G80	brothers	
MAT	1	11	269	ἐπὶ	G1909	at [the time]	
MAT	1	11	270	τῆς	G3588	of the	
MAT	1	11	271	μετοικεσίας	G3350	exile	
MAT	1	11	272	Βαβυλῶνος	G897	to Babylon	.
MAT	1	12	283	Μετὰ	G3326	After	
MAT	1	12	284	δὲ	G1161	. . .	
MAT	1	12	285	τὴν	G3588	the	
MAT	1	12	286	μετοικεσίαν	G3350	exile	
MAT	1	12	287	Βαβυλῶνος	G897	to Babylon	:
MAT	1	12	288	Ἰεχονίας	G2423	Jeconiah	
MAT	1	12	289	ἐγέννησεν	G1080	was the father of	
MAT	1	12	290	τὸν	G3588	-	
MAT	1	12	291	Σαλαθιήλ	G4528	Shealtiel	,
MAT	1	12	293	δὲ	G1161	-	
MAT	1	12	292	Σαλαθιὴλ	G4528	Shealtiel	
MAT	1	12	294	ἐγέννησεν	G1080	the father of	
MAT	1	12	295	τὸν	G3588	-	
MAT	1	12	296	Ζοροβαβέλ	G2216	Zerubbabel	,
MAT	1	13	307	Ζοροβαβὲλ	G2216	Zerubbabel	
MAT	1	13	308	δὲ	G1161	-	
MAT	1	13	309	ἐγέννησεν	G1080	the father of	
MAT	1	13	310	τὸν	G3588	-	
MAT	1	13	311	Ἀβιούδ	G10	Abiud	,
MAT	1	13	312	Ἀβιοὺδ	G10	Abiud	
MAT	1	13	313	δὲ	G1161	-	
MAT	1	13	314	ἐγέννησεν	G1080	the father of	
MAT	1	13	315	τὸν	G3588	-	
MAT	1	13	316	Ἐλιακίμ	G1662	Eliakim	,
MAT	1	13	318	δὲ	G1161	and	
MAT	1	13	317	Ἐλιακὶμ	G1662	Eliakim	
MAT	1	13	319	ἐγέννησεν	G1080	the father of	
MAT	1	13	320	τὸν	G3588	-	
MAT	1	13	321	Ἀζώρ	G107	Azor	.
MAT	1	14	332	Ἀζὼρ	G107	Azor	
MAT	1	14	333	δὲ	G1161	-	
MAT	1	14	334	ἐγέννησεν	G1080	was the father of	
MAT	1	14	335	τὸν	G3588	-	
MAT	1	14	336	Σαδώκ	G4524	Zadok	,
MAT	1	14	337	Σαδὼκ	G4524	Zadok	
MAT	1	14	338	δὲ	G1161	-	
MAT	1	14	339	ἐγέννησεν	G1080	the father of	
MAT	1	14	340	τὸν	G3588	-	
MAT	1	14	341	Ἀχίμ	G885	Achim	,
MAT	1	14	343	δὲ	G1161	and	
MAT	1	14	342	Ἀχὶμ	G885	Achim	
MAT	1	14	344	ἐγέννησεν	G1080	the father of	
MAT	1	14	345	τὸν	G3588	-	
MAT	1	14	346	Ἐλιούδ	G1664	Eliud	.
MAT	1	15	357	Ἐλιοὺδ	G1664	Eliud	
MAT	1	15	358	δὲ	G1161	-	
MAT	1	15	359	ἐγέννησεν	G1080	was the father of	
MAT	1	15	360	τὸν	G3588	-	
MAT	1	15	361	Ἐλεάζαρ	G1648	Eleazar	,
MAT	1	15	362	Ἐλεάζαρ	G1648	Eleazar	
MAT	1	15	363	δὲ	G1161	-	
MAT	1	15	364	ἐγέννησεν	G1080	the father of	
MAT	1	15	365	τὸν	G3588	-	
MAT	1	15	366	Ματθάν	G3157	Matthan	,
MAT	1	15	368	δὲ	G1161	-	
MAT	1	15	367	Ματθὰν	G3157	Matthan	
MAT	1	15	369	ἐγέννησεν	G1080	the father of	
MAT	1	15	370	τὸν	G3588	-	
MAT	1	15	371	Ἰακώβ	G2384	Jacob	,
MAT	1	16	383	δὲ	G1161	and	
MAT	1	16	382	Ἰακὼβ	G2384	Jacob	
MAT	1	16	384	ἐγέννησεν	G1080	the father of	
MAT	1	16	385	τὸν	G3588	-	
MAT	1	16	386	Ἰωσὴφ	G2501	Joseph	,
MAT	1	16	387	τὸν	G3588	the	
MAT	1	16	388	ἄνδρα	G435	husband	
MAT	1	16	389	Μαρίας	G3137	of Mary	,
MAT	1	16	390	ἐξ	G1537	of	
MAT	1	16	391	ἧς	G3739	whom	
MAT	1	16	392	ἐγεννήθη	G1080	was born	
MAT	1	16	393	Ἰησοῦς	G2424	Jesus	,
MAT	1	16	394	ὁ	G3588	who	
MAT	1	16	395	λεγόμενος	G3004	is called	
MAT	1	16	396	Χριστός	G5547	Christ	.
MAT	1	17	407	Πᾶσαι	G3956	In all	,
MAT	1	17	408	οὖν	G3767	then	,
MAT	1	17	416	δεκατέσσαρες	G1180	[there were] fourteen	
MAT	1	17	409	αἱ	G3588	. . .	
MAT	1	17	410	γενεαὶ	G1074	. . .	
MAT	1	17	415	γενεαὶ	G1074	generations	
MAT	1	17	411	ἀπὸ	G575	from	
MAT	1	17	412	Ἀβραὰμ	G11	Abraham	
MAT	1	17	413	ἕως	G2193	to	
MAT	1	17	414	Δαυὶδ	G1138	David	,
MAT	1	17	417	καὶ	G2532	-	
MAT	1	17	425	δεκατέσσαρες	G1180	fourteen	
MAT	1	17	424	γενεαὶ	G1074	-	
MAT	1	17	418	ἀπὸ	G575	from	
MAT	1	17	419	Δαυὶδ	G1138	David	
MAT	1	17	420	ἕως	G2193	to	
MAT	1	17	421	τῆς	G3588	the	
MAT	1	17	422	μετοικεσίας	G3350	exile	
MAT	1	17	423	Βαβυλῶνος	G897	to Babylon	,
MAT	1	17	426	καὶ	G2532	and	
MAT	1	17	435	δεκατέσσαρες	G1180	fourteen	
MAT	1	17	434	γενεαὶ	G1074	-	
MAT	1	17	427	ἀπὸ	G575	from	
MAT	1	17	428	τῆς	G3588	the	
MAT	1	17	429	μετοικεσίας	G3350	exile	
MAT	1	17	430	Βαβυλῶνος	G897	. . .	
MAT	1	17	431	ἕως	G2193	to	
MAT	1	17	432	τοῦ	G3588	the	
MAT	1	17	433	Χριστοῦ	G5547	Christ	.
MAT	1	18	447	δὲ	G1161	-	
MAT	1	18	452	οὕτως	G3779	This is how	
MAT	1	18	450	ἡ	G3588	the	
MAT	1	18	451	γένεσις	G1078	birth	
MAT	1	18	446	Τοῦ	G3588	-	
MAT	1	18	448	Ἰησοῦ	G2424	of Jesus	
MAT	1	18	449	Χριστοῦ	G5547	Christ	
MAT	1	18	453	ἦν	G1510	came about	
MAT	1	18	455	τῆς	G3588	-	:
MAT	1	18	457	αὐτοῦ	G846	His	
MAT	1	18	456	μητρὸς	G3384	mother	
MAT	1	18	458	Μαρίας	G3137	Mary	
MAT	1	18	454	μνηστευθείσης	G3423	was pledged in marriage	
MAT	1	18	459	τῷ	G3588	-	
MAT	1	18	460	Ἰωσήφ	G2501	to Joseph	,
MAT	1	18	462	ἢ	G2228	but	
MAT	1	18	461	πρὶν	G4250	before	
MAT	1	18	464	αὐτοὺς	G846	they	
MAT	1	18	463	συνελθεῖν	G4905	came together	,
MAT	1	18	465	εὑρέθη	G2147	she was found	
MAT	1	18	468	ἔχουσα	G2192	to be with child	
MAT	1	18	466	ἐν	G1722	. . .	
MAT	1	18	467	γαστρὶ	G1064	. . .	
MAT	1	18	469	ἐκ	G1537	through	
MAT	1	18	471	ἁγίου	G40	[the] Holy	
MAT	1	18	470	πνεύματος	G4151	Spirit	.
MAT	1	19	483	δὲ	G1161	Because	
MAT	1	19	482	Ἰωσὴφ	G2501	Joseph	
MAT	1	19	484	ὁ	G3588	-	
MAT	1	19	486	αὐτῆς	G846	her	
MAT	1	19	485	ἀνὴρ	G435	husband	
MAT	1	19	488	ὢν	G1510	was	
MAT	1	19	487	δίκαιος	G1342	a righteous man	
MAT	1	19	489	καὶ	G2532	and	
MAT	1	19	490	μὴ	G3361	vvv	
MAT	1	19	491	θέλων	G2309	was unwilling	
MAT	1	19	492	αὐτὴν	G846	vvv	
MAT	1	19	493	δειγματίσαι	G1165	to disgrace her publicly	,
MAT	1	19	494	ἐβουλήθη	G1014	he resolved	
MAT	1	19	496	ἀπολῦσαι	G630	to divorce	
MAT	1	19	497	αὐτήν	G846	her	
MAT	1	19	495	λάθρᾳ	G2977	quietly	.
MAT	1	20	509	δὲ	G1161	But	
MAT	1	20	510	αὐτοῦ	G846	after	
MAT	1	20	511	ἐνθυμηθέντος	G1760	he had pondered	
MAT	1	20	508	Ταῦτα	G3778	these things	,
MAT	1	20	512	ἰδοὺ	G2400	-	
MAT	1	20	513	ἄγγελος	G32	an angel	
MAT	1	20	514	Κυρίου	G2962	of [the] Lord	
MAT	1	20	517	ἐφάνη	G5316	appeared	
MAT	1	20	518	αὐτῷ	G846	to him	
MAT	1	20	515	κατ’	G2596	in	
MAT	1	20	516	ὄναρ	G3677	a dream	
MAT	1	20	519	λέγων	G3004	[and] said	,
MAT	1	20	520	Ἰωσὴφ	G2501	Joseph	,
MAT	1	20	521	υἱὸς	G5207	son	
MAT	1	20	522	Δαυίδ	G1138	of David	,
MAT	1	20	524	φοβηθῇς	G5399	do not be afraid	
MAT	1	20	523	μὴ	G3361	. . .	
MAT	1	20	525	παραλαβεῖν	G3880	to embrace	
MAT	1	20	526	Μαρίαν	G3137	Mary	
MAT	1	20	527	τὴν	G3588	[as]	
MAT	1	20	529	σου	G4771	your	
MAT	1	20	528	γυναῖκά	G1135	wife	,
MAT	1	20	531	γὰρ	G1063	for	
MAT	1	20	530	τὸ	G3588	the [One]	
MAT	1	20	534	γεννηθὲν	G1080	conceived	
MAT	1	20	532	ἐν	G1722	in	
MAT	1	20	533	αὐτῇ	G846	her	
MAT	1	20	537	ἐστιν	G1510	is	
MAT	1	20	535	ἐκ	G1537	from	
MAT	1	20	538	Ἁγίου	G40	[the] Holy	
MAT	1	20	536	Πνεύματός	G4151	Spirit	.
MAT	1	21	549	τέξεται	G5088	She will give birth to	
MAT	1	21	550	δὲ	G1161	-	
MAT	1	21	551	υἱὸν	G5207	a Son	,
MAT	1	21	552	καὶ	G2532	and	
MAT	1	21	553	καλέσεις	G2564	you are to give	
MAT	1	21	556	αὐτοῦ	G846	Him	
MAT	1	21	554	τὸ	G3588	the	
MAT	1	21	555	ὄνομα	G3686	name	
MAT	1	21	557	Ἰησοῦν	G2424	Jesus	,
MAT	1	21	559	γὰρ	G1063	because	
MAT	1	21	558	αὐτὸς	G846	He	
MAT	1	21	560	σώσει	G4982	will save	
MAT	1	21	561	τὸν	G3588	-	
MAT	1	21	563	αὐτοῦ	G846	His	
MAT	1	21	562	λαὸν	G2992	people	
MAT	1	21	564	ἀπὸ	G575	from	
MAT	1	21	565	τῶν	G3588	-	
MAT	1	21	567	αὐτῶν	G846	their	
MAT	1	21	566	ἁμαρτιῶν	G266	sins	.
MAT	1	22	580	ὅλον	G3650	All	
MAT	1	22	579	δὲ	G1161	-	
MAT	1	22	578	Τοῦτο	G3778	this	
MAT	1	22	581	γέγονεν	G1096	took place	
MAT	1	22	582	ἵνα	G2443	to	
MAT	1	22	583	πληρωθῇ	G4137	fulfill	
MAT	1	22	584	τὸ	G3588	what	
MAT	1	22	586	ὑπὸ	G5259	-	
MAT	1	22	587	Κυρίου	G2962	the Lord	
MAT	1	22	585	ῥηθὲν	G2046	had said	
MAT	1	22	588	διὰ	G1223	through	
MAT	1	22	589	τοῦ	G3588	the	
MAT	1	22	590	προφήτου	G4396	prophet	
MAT	1	22	591	λέγοντος	G3004	-	:
MAT	1	23	602	Ἰδοὺ	G2400	Behold	,
MAT	1	23	603	ἡ	G3588	the	
MAT	1	23	604	παρθένος	G3933	virgin	
MAT	1	23	607	ἕξει	G2192	will be with child	
MAT	1	23	605	ἐν	G1722	. . .	
MAT	1	23	606	γαστρὶ	G1064	. . .	
MAT	1	23	608	καὶ	G2532	and	
MAT	1	23	609	τέξεται	G5088	will give birth to	
MAT	1	23	610	υἱόν	G5207	a son	,
MAT	1	23	611	καὶ	G2532	and	
MAT	1	23	612	καλέσουσιν	G2564	they will call	
MAT	1	23	613	τὸ	G3588	-	
MAT	1	23	615	αὐτοῦ	G846	Him	
MAT	1	23	614	ὄνομα	G3686	. . .	
MAT	1	23	616	Ἐμμανουήλ	G1694	Immanuel	”
MAT	1	23	617	ὅ	G3739	( which	
MAT	1	23	618	ἐστιν	G1510	means	
MAT	1	23	619	μεθερμηνευόμενον	G3177	. . .	,
MAT	1	23	622	ὁ	G3588	-	
MAT	1	23	623	Θεός	G2316	God	
MAT	1	23	620	Μεθ’	G3326	with	
MAT	1	23	621	ἡμῶν	G1473	us	”
MAT	1	24	635	δὲ	G1161	When	
MAT	1	24	636	ὁ	G3588	-	
MAT	1	24	637	Ἰωσὴφ	G2501	Joseph	
MAT	1	24	634	Ἐγερθεὶς	G1453	woke up	
MAT	1	24	638	ἀπὸ	G575	. . .	
MAT	1	24	639	τοῦ	G3588	. . .	
MAT	1	24	640	ὕπνου	G5258	. . .	,
MAT	1	24	641	ἐποίησεν	G4160	he did	
MAT	1	24	642	ὡς	G5613	as	
MAT	1	24	645	ὁ	G3588	the	
MAT	1	24	646	ἄγγελος	G32	angel	
MAT	1	24	647	Κυρίου	G2962	of [the] Lord	
MAT	1	24	643	προσέταξεν	G4367	had commanded	
MAT	1	24	644	αὐτῷ	G846	him	
MAT	1	24	648	καὶ	G2532	and	
MAT	1	24	649	παρέλαβεν	G3880	embraced	
MAT	1	24	650	τὴν	G3588	[Mary as]	
MAT	1	24	652	αὐτοῦ	G846	his	
MAT	1	24	651	γυναῖκα	G1135	wife	.
MAT	1	25	663	καὶ	G2532	[But]	
MAT	1	25	665	ἐγίνωσκεν	G1097	he had no union	
MAT	1	25	664	οὐκ	G3756	. . .	
MAT	1	25	666	αὐτὴν	G846	with her	
MAT	1	25	667	ἕως	G2193	until	
MAT	1	25	668	οὗ	G3739	-	
MAT	1	25	669	ἔτεκεν	G5088	she gave birth to	
MAT	1	25	670	υἱόν	G5207	a Son	.
MAT	1	25	671	καὶ	G2532	And	
MAT	1	25	672	ἐκάλεσεν	G2564	he gave Him the name	
MAT	1	25	673	τὸ	G3588	. . .	
MAT	1	25	674	ὄνομα	G3686	. . .	
MAT	1	25	675	αὐτοῦ	G846	. . .	
MAT	1	25	676	Ἰησοῦν	G2424	Jesus	.
MAT	2	1	688	δὲ	G1161	After	
MAT	2	1	687	Τοῦ	G3588	-	
MAT	2	1	689	Ἰησοῦ	G2424	Jesus	
MAT	2	1	690	γεννηθέντος	G1080	was born	
MAT	2	1	691	ἐν	G1722	in	
MAT	2	1	692	Βηθλέεμ	G965	Bethlehem	
MAT	2	1	693	τῆς	G3588	-	
MAT	2	1	694	Ἰουδαίας	G2449	in Judea	,
MAT	2	1	695	ἐν	G1722	during	
MAT	2	1	696	ἡμέραις	G2250	[the] time	
MAT	2	1	698	τοῦ	G3588	-	
MAT	2	1	699	βασιλέως	G935	of King	
MAT	2	1	697	Ἡρῴδου	G2264	Herod	,
MAT	2	1	700	ἰδοὺ	G2400	-	
MAT	2	1	701	μάγοι	G3097	Magi	
MAT	2	1	702	ἀπὸ	G575	from [the]	
MAT	2	1	703	ἀνατολῶν	G395	east	
MAT	2	1	704	παρεγένοντο	G3854	arrived	
MAT	2	1	705	εἰς	G1519	in	
MAT	2	1	706	Ἱεροσόλυμα	G2414	Jerusalem	,
MAT	2	2	717	λέγοντες	G3004	asking	,
MAT	2	2	718	Ποῦ	G4226	Where	
MAT	2	2	719	ἐστιν	G1510	is	
MAT	2	2	720	ὁ	G3588	the [One who]	
MAT	2	2	721	τεχθεὶς	G5088	has been born	
MAT	2	2	722	βασιλεὺς	G935	King	
MAT	2	2	723	τῶν	G3588	of the	
MAT	2	2	724	Ἰουδαίων	G2453	Jews	?
MAT	2	2	726	γὰρ	G1063	-	
MAT	2	2	725	εἴδομεν	G3708	We saw	
MAT	2	2	727	αὐτοῦ	G846	His	
MAT	2	2	728	τὸν	G3588	-	
MAT	2	2	729	ἀστέρα	G792	star	
MAT	2	2	730	ἐν	G1722	in	
MAT	2	2	731	τῇ	G3588	the	
MAT	2	2	732	ἀνατολῇ	G395	east	
MAT	2	2	733	καὶ	G2532	and	
MAT	2	2	734	ἤλθομεν	G2064	have come	
MAT	2	2	735	προσκυνῆσαι	G4352	to worship	
MAT	2	2	736	αὐτῷ	G846	Him	.
MAT	2	3	748	δὲ	G1161	When	
MAT	2	3	749	ὁ	G3588	-	
MAT	2	3	750	βασιλεὺς	G935	King	
MAT	2	3	751	Ἡρῴδης	G2264	Herod	
MAT	2	3	747	Ἀκούσας	G191	heard [this]	,
MAT	2	3	752	ἐταράχθη	G5015	he was disturbed	,
MAT	2	3	753	καὶ	G2532	and	
MAT	2	3	754	πᾶσα	G3956	all	
MAT	2	3	755	Ἱεροσόλυμα	G2414	Jerusalem	
MAT	2	3	756	μετ’	G3326	with	
MAT	2	3	757	αὐτοῦ	G846	him	.
MAT	2	4	768	καὶ	G2532	And	
MAT	2	4	769	συναγαγὼν	G4863	when he had assembled	
MAT	2	4	770	πάντας	G3956	all	
MAT	2	4	771	τοὺς	G3588	the	
MAT	2	4	772	ἀρχιερεῖς	G749	chief priests	
MAT	2	4	773	καὶ	G2532	and	
MAT	2	4	774	γραμματεῖς	G1122	scribes	
MAT	2	4	775	τοῦ	G3588	of the	
MAT	2	4	776	λαοῦ	G2992	people	,
MAT	2	4	777	ἐπυνθάνετο	G4441	he asked	
MAT	2	4	778	παρ’	G3844	. . .	
MAT	2	4	779	αὐτῶν	G846	them	
MAT	2	4	780	ποῦ	G4226	where	
MAT	2	4	781	ὁ	G3588	the	
MAT	2	4	782	Χριστὸς	G5547	Christ	
MAT	2	4	783	γεννᾶται	G1080	was to be born	.
MAT	2	5	798	Ἐν	G1722	In	
MAT	2	5	799	Βηθλέεμ	G965	Bethlehem	
MAT	2	5	800	τῆς	G3588	-	
MAT	2	5	801	Ἰουδαίας	G2449	in Judea	,
MAT	2	5	794	Οἱ	G3588	-	
MAT	2	5	795	δὲ	G1161	-	
MAT	2	5	796	εἶπαν	G2036	they replied	
MAT	2	5	797	αὐτῷ	G846	. . .	,
MAT	2	5	803	γὰρ	G1063	for	
MAT	2	5	802	οὕτως	G3779	this is what	
MAT	2	5	805	διὰ	G1223	-	
MAT	2	5	806	τοῦ	G3588	the	
MAT	2	5	807	προφήτου	G4396	prophet	
MAT	2	5	804	γέγραπται	G1125	has written	:
MAT	2	6	818	Καὶ	G2532	[But]	
MAT	2	6	819	σύ	G4771	you	,
MAT	2	6	820	Βηθλέεμ	G965	Bethlehem	,
MAT	2	6	821	γῆ	G1093	[in the] land	
MAT	2	6	822	Ἰούδα	G2448	of Judah	,
MAT	2	6	825	εἶ	G1510	are	
MAT	2	6	823	οὐδαμῶς	G3760	by no means	
MAT	2	6	824	ἐλαχίστη	G1646	least	
MAT	2	6	826	ἐν	G1722	among	
MAT	2	6	827	τοῖς	G3588	the	
MAT	2	6	828	ἡγεμόσιν	G2232	rulers	
MAT	2	6	829	Ἰούδα	G2448	of Judah	,
MAT	2	6	832	γὰρ	G1063	for	
MAT	2	6	830	ἐκ	G1537	out	
MAT	2	6	831	σοῦ	G4771	of you	
MAT	2	6	833	ἐξελεύσεται	G1831	will come	
